,tweet,word_count,char_count,avg_word,stopwords,hastags,numerics,upper,sentiment
445,biodatacentre craig_ger pollinatorplan teagascenviron teagasc area alb httpstcoc8l6errzhz,13,140,9.846153846153847,2,0,0,0,0.0
446,reminder farmer reminded apply 2022 basic payment scheme bps midnight tomorrow monday,19,140,6.0,5,0,1,2,0.0
447,dobetterdd dobetterdd message important x,11,79,6.2727272727272725,1,0,0,1,0.4
448,4 little old ireland amoc system shutting reversing becoming unstable unpredictable every httpstcozts0zlp2tr,19,140,6.421052631578948,5,0,1,1,0.04895833333333335
449,saveleitrim attractaub savekerry mess really forestry policy practice need wind change make difference,23,140,5.130434782608695,6,0,0,2,0.012500000000000011
450,time humanity unite common denominator soil let make happen savesoil pmoindia httpstcovdtc27exjq,19,136,6.157894736842105,7,1,0,0,-0.3
451,dobetterdd 669 stud ad httpstcosmtxc6wko health tested stud owner breeder big business,21,139,5.571428571428571,6,0,1,1,0.0
452,irishdogs animallawie yep long legal youre happy let run right let st httpstcovf1eadsope,19,140,6.0,5,0,0,0,0.30892857142857144
453,animallawie dobetterdd yes register sale supply individual httpstcoxsgimd1g3s,16,140,7.8125,6,0,0,0,0.0
454,dobetterdd quite,3,34,10.666666666666666,0,0,0,0,0.0
455,animallawie pretty difficult supply puppy without sperm,9,77,7.666666666666667,1,0,0,0,-0.125
456,dobetterdd according dafm dog breeding service covered pet sale regulation via email,18,127,6.111111111111111,5,0,0,1,0.0
457,669 stud ad httpstcosmtxc6wko health tested stud owner breeder big b httpstcofnusev9kgb,20,140,5.95,6,0,1,0,0.0
458,669 stud ad httpstcosmtxc6wko many dog le 18mths health test stud owner httpstcoqncp1ihry0,19,139,5.95,6,0,1,0,0.5
459,delighted featured farmersjournal click read article httpstcox7hybgwljp eipagri httpstcot1fv22somg,13,139,7.75,7,1,0,1,0.7
460,biodiversityweek2022 hope greenparty_ie httpstcos8u9lfluil,10,124,11.5,2,1,0,0,0.0
461,savewestcavan citizassembly mshelencarroll aoibhinn_ni_s noonan_malcolm eamonryan npwsbiodata mi,11,140,11.818181818181818,0,0,0,1,0.0
462,saveleitrim citizassembly mshelencarroll aoibhinn_ni_s noonan_malcolm eamonryan npwsbiodata mich,11,140,11.818181818181818,0,0,0,1,0.0
463,env_pillar eamonryan chrisgpackham whitmorejen aliceeire kosullivanit miseanja httpstcovhhwcjdxnt,10,138,12.9,0,0,0,0,0.0
464,savewestcavan citizassembly mshelencarroll aoibhinn_ni_s noonan_malcolm eamonryan npwsbiodata mi,11,140,11.818181818181818,0,0,0,1,0.0
465,citizassembly mshelencarroll aoibhinn_ni_s noonan_malcolm eamonryan httpstcolghsyn6eb,8,128,15.125,0,0,0,0,0.0
466,saveleitrim whittledaway hawhillfarm diversity multifunctionality integrated sustainable sdgs missing current planta,15,140,8.4,3,1,0,1,-0.1
467,citizassembly mshelencarroll aoibhinn_ni_s noonan_malcolm eamonryan httpstcoiiqlbb6stt,8,128,15.125,0,0,0,0,0.0
468,savewestcavan npwsbiodata dtmcloughlin bordnamona teagasc wan_lifeip noonan_malcolm niallryan3,12,140,10.75,0,0,0,2,0.0
469,npwsbiodata dtmcloughlin bordnamona teagasc wan_lifeip noonan_malcolm httpstco3qfktvmyl,9,131,13.666666666666666,0,0,0,1,0.0
470,midshannon npwsbiodata dtmcloughlin bordnamona teagasc wan_lifeip noonan_malcolm niallryan3,12,140,10.75,0,0,0,2,0.0
471,npwsbiodata dtmcloughlin bordnamona teagasc wan_lifeip noonan_malcolm httpstcojkw7hgvmi,9,131,13.666666666666666,0,0,0,1,0.0
472,npwsbiodata dtmcloughlin bordnamona teagasc wan_lifeip noonan_malcolm httpstcoglrbqsfxb,9,131,13.666666666666666,0,0,0,1,0.0
473,minister urging farmer engage ongoing series teagascorganics farm walk visit,18,140,6.368421052631579,5,0,0,1,0.0
474,agroforestforum fifth year waiting first felling licence order 1st thinn httpstcosjenbdzvdx,20,140,6.05,7,0,0,0,0.25
475,whittledaway hawhillfarm diversity multifunctionality integrated sustainable sdgs missing current httpstcoqnssnmrtg7,13,140,9.846153846153847,3,1,0,0,-0.1
476,npwsbiodata dtmcloughlin bordnamona teagasc wan_lifeip noonan_malcolm httpstco8otbdvywbg,9,131,13.666666666666666,0,0,0,1,0.0
477,seewilkie noonan_malcolm wan_lifeip depthousingirl npwsbiodata teagasc bordnamona dtmcloughlin,12,140,10.75,0,0,0,2,0.0
478,today mark start biodiversityweek2022 support farmer deliver biodiversity agrienvir,17,140,6.777777777777778,6,2,0,1,0.0
479,seewilkie npwsbiodata dtmcloughlin bordnamona teagasc wan_lifeip httpstcoavqyx0cnmc,9,126,13.11111111111111,0,0,0,1,0.0
480,npwsbiodata dtmcloughlin bordnamona teagasc wan_lifeip noonan_malcolm httpstco4dqwemugi,9,131,13.666666666666666,0,0,0,1,0.0
481,peterryaneire mpi_nz faranfoley irelandinnz ibnnzwgtn b_oconnell globalirish good see str httpstcoasyrhqfvcg,13,140,9.846153846153847,1,0,0,2,0.7
482,animallawie unfortunately nothing document racing animaldrawn vehicle road anyone plan end,21,139,5.318181818181818,9,0,0,1,-0.5
483,second session deliberative dialogue forestry take place today focus social value fore,23,140,5.130434782608695,8,1,0,1,0.016666666666666666
484,second session deliberative dialogue forestry take place today focus social value fore,23,140,5.130434782608695,8,1,0,1,0.016666666666666666
485,greenlensblog theleafystreet michealmartintd leovaradkar eamonryan maryloumcdonald pearsedoherty httpstcolip4m96ujp,8,128,15.125,0,0,0,0,0.0
486,greenlensblog theleafystreet michealmartintd leovaradkar eamonryan maryloumcdonald pearsedoherty httpstconrhuqdbap3,8,128,15.125,0,0,0,0,0.0
487,leovaradkar maryloumcdonald michealmartintd ye see animal welfa httpstcopj83lvfywf,14,140,8.857142857142858,0,0,0,8,0.0
488,restriction assembly live bird lifted monday bird gathering show sale permitte,20,140,5.666666666666667,8,0,0,1,0.13636363636363635
489,restriction assembly live bird lifted monday bird gathering show sale permitte,20,140,5.666666666666667,8,0,0,1,0.13636363636363635
490,second session deliberative dialogue forestry take place today focus social value fore,23,140,5.130434782608695,8,1,0,1,0.016666666666666666
491,mikey1jackson2 biodatacentre pollinatorplan teagascenviron teagascforestry teagasc someone,11,139,11.727272727272727,0,0,0,1,0.0
492,fweed_ high_times_mag attn michealmartintd leovaradkar eamonryan maryloumcdonald pearsedoherty httpstcoeqt2zh64pa,10,129,12.0,0,0,0,1,0.0
493,theleafystreet attn michealmartintd leovaradkar eamonryan maryloumcdonald pearsedoherty donnellystephen httpstcoaqejq6byfd,10,138,12.9,0,0,0,1,0.0
494,noonan_malcolm wan_lifeip npwsbiodata depthousingirl greenparty_ie httpstcoaxakzequhw,8,127,15.0,0,0,0,1,0.0
495,teagascforestry amp run nationwide series walk 9 amp 20 may focusing forest rec httpstco9ghybmxz6,20,148,6.45,5,0,2,0,0.0
496,interested forestry running series forest walk teagascforestry nationwide may 9 20,21,140,5.619047619047619,7,0,1,1,0.25
497,biodatacentre pollinatorplan teagascenviron teagascforestry teagasc someone sho httpstcoyghenu8hvg,10,140,13.1,0,0,0,0,0.0
498,biodatacentre pollinatorplan teagascenviron teagascforestry teagasc never seen httpstcoltmbfbdvyo,10,139,13.0,0,0,0,0,0.0
499,allowdale jwojc thank transparency ireland cannot even obtain transparency various body sta,24,140,4.875,9,0,0,2,0.0
